" Code","Sampling Date",State,City/Town/Village/Area,"Location of Monitoring Station",Agency,"Type of Location",SO2,NO2,RSPM/PM10,"PM 2.5"
NA,2005-02-25T05:23:46Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",8,30,82,NA
NA,2014-05-28T12:46:37Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",5,111,137,NA
NA,2011-09-06T06:50:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",3,61,288,NA
NA,2009-08-19T11:51:45Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",5.2,53.8,225,NA
NA,2003-10-21T06:08:56Z,Delhi,Delhi,NA,NA,"Industrial Area",17,63,NA,NA
NA,2007-11-20T11:46:48Z,Delhi,Delhi,"Town Hall",NA,"Residential and others",19.7,96.8,329,NA
NA,NA,Delhi,Delhi,"Mayapuri Industrial Area, Delhi","National Environmental Engineering Research Institute","Industrial Area",17,139,248,NA
NA,2011-06-21T06:50:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",3,46,183,NA
NA,2003-10-28T06:08:56Z,Delhi,Delhi,NA,NA,"Industrial Area",18,73,NA,NA
NA,2007-11-21T11:46:48Z,Delhi,Delhi,"Town Hall",NA,"Residential and others",22.5,145,597,NA
NA,2005-03-03T05:23:46Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",14,42,209,NA
NA,NA,Delhi,Delhi,"Mayapuri Industrial Area, Delhi","National Environmental Engineering Research Institute","Industrial Area",3,63,117,NA
NA,2008-01-08T06:50:34Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",4.5,42.7,112,NA
NA,2014-10-06T12:46:37Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",3,31,268,NA
NA,2009-08-24T11:51:45Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",5,53.3,262,NA
NA,2014-11-06T12:46:37Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,11,332,NA
NA,2008-11-08T06:50:34Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",4.7,42.7,127,NA
NA,2005-09-03T05:23:46Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",7,24,49,NA
NA,NA,Delhi,Delhi,"Mayapuri Industrial Area, Delhi","National Environmental Engineering Research Institute","Industrial Area",3,97,89,NA
NA,2009-08-27T11:51:45Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",4.8,52.3,104,NA
NA,2003-10-29T06:08:56Z,Delhi,Delhi,NA,NA,"Industrial Area",23,58,NA,NA
NA,2011-06-22T06:50:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,24,131,NA
NA,2007-04-12T11:46:48Z,Delhi,Delhi,"Town Hall",NA,"Residential and others",22.2,115.4,294,NA
NA,2003-04-11T06:08:56Z,Delhi,Delhi,NA,NA,"Industrial Area",7,94,NA,NA
NA,2014-12-06T12:46:37Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,45,243,NA
NA,2008-08-20T06:50:34Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",4.5,44.5,143,NA
NA,2011-06-23T06:50:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",4,26,131,NA
NA,2005-03-14T05:23:46Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",9,31,58,NA
NA,2009-03-09T11:51:45Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",5.3,47.3,82,NA
NA,NA,Delhi,Delhi,"Mayapuri Industrial Area, Delhi","National Environmental Engineering Research Institute","Industrial Area",2,52,152,NA
NA,2007-05-12T11:46:48Z,Delhi,Delhi,"Town Hall",NA,"Residential and others",23,143.8,429,NA
NA,2008-08-25T06:50:34Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",4.5,42.3,116,NA
NA,2011-05-07T06:50:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,64,137,NA
NA,2009-08-09T11:51:45Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",4.8,56.2,99,NA
NA,NA,Delhi,Delhi,"Mayapuri Industrial Area, Delhi","National Environmental Engineering Research Institute","Industrial Area",3,100,173,NA
NA,2003-05-11T06:08:56Z,Delhi,Delhi,NA,NA,"Industrial Area",9,103,NA,NA
NA,2014-06-17T12:46:37Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",4,49,136,NA
NA,2005-03-17T05:23:46Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",10,35,58,NA
NA,2007-10-12T11:46:48Z,Delhi,Delhi,"Town Hall",NA,"Residential and others",31.2,110.7,441,NA
NA,2014-06-18T12:46:37Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,60,71,NA
NA,2009-09-16T11:51:45Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",4.5,52.2,146,NA
NA,2007-11-12T11:46:48Z,Delhi,Delhi,"Town Hall",NA,"Residential and others",27,93.7,268,NA
NA,2003-11-11T06:08:56Z,Delhi,Delhi,NA,NA,"Industrial Area",13,77,NA,NA
NA,NA,Delhi,Delhi,"Mayapuri Industrial Area, Delhi","National Environmental Engineering Research Institute","Industrial Area",5,77,207,NA
NA,2008-08-28T06:50:34Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",5.2,44.5,175,NA
NA,2005-03-22T05:23:46Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",6,21,46,NA
NA,2011-06-07T06:50:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,51,112,NA
NA,2005-03-28T05:23:46Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",9,35,136,NA
NA,2008-03-09T06:50:34Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",5.3,46.7,293,NA
NA,NA,Delhi,Delhi,"Mayapuri Industrial Area, Delhi","National Environmental Engineering Research Institute","Industrial Area",25,118,202,NA
NA,2014-06-19T12:46:37Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,69,117,NA
NA,2003-12-11T06:08:56Z,Delhi,Delhi,NA,NA,"Industrial Area",10,82,NA,NA
NA,2009-09-22T11:51:45Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",5,57.2,223,NA
NA,2007-12-12T11:46:48Z,Delhi,Delhi,"Town Hall",NA,"Residential and others",19.8,94.5,356,NA
NA,2011-07-07T06:50:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",4,40,83,NA
NA,2011-07-13T06:50:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,24,78,NA
NA,2014-06-24T12:46:37Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,49,163,NA
NA,2003-11-18T06:08:56Z,Delhi,Delhi,NA,NA,"Industrial Area",15,41,NA,NA
NA,NA,Delhi,Delhi,"Mayapuri Industrial Area, Delhi","National Environmental Engineering Research Institute","Industrial Area",5,114,215,NA
NA,2005-01-04T05:23:46Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",8,44,148,NA
NA,2008-08-09T06:50:34Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",6.5,50.3,168,NA
NA,2007-12-17T11:46:48Z,Delhi,Delhi,"Town Hall",NA,"Residential and others",15.7,101.5,319,NA
NA,2009-09-25T11:51:45Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",5,48.5,250,NA
NA,2007-12-18T11:46:48Z,Delhi,Delhi,"Town Hall",NA,"Residential and others",15,145.2,604,NA
NA,2005-06-04T05:23:46Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",9,38,66,NA
NA,2011-07-14T06:50:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,22,65,NA
NA,NA,Delhi,Delhi,"Mayapuri Industrial Area, Delhi","National Environmental Engineering Research Institute","Industrial Area",5,127,287,NA
NA,2014-06-25T12:46:37Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,40,101,NA
NA,2003-11-19T06:08:56Z,Delhi,Delhi,NA,NA,"Industrial Area",22,45,NA,NA
NA,2008-11-09T06:50:34Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",6.3,46.8,100,NA
NA,2009-05-10T11:51:45Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",4.2,43.3,174,NA
NA,2009-08-10T11:51:45Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",4.8,49.3,262,NA
NA,2007-12-19T11:46:48Z,Delhi,Delhi,"Town Hall",NA,"Residential and others",16.2,95.3,438,NA
NA,NA,Delhi,Delhi,"Mayapuri Industrial Area, Delhi","National Environmental Engineering Research Institute","Industrial Area",15,120,260,NA
NA,2011-07-15T06:50:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,17,68,NA
NA,2005-11-04T05:23:46Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",12,44,163,NA
NA,2003-11-25T06:08:56Z,Delhi,Delhi,NA,NA,"Industrial Area",24,64,NA,NA
NA,2014-01-07T12:46:37Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",4,47,96,NA
NA,2008-09-16T06:50:34Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",5.8,43.3,165,NA
NA,2014-02-07T12:46:37Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,87,67,NA
NA,2011-07-27T06:50:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,66,79,NA
NA,2009-10-13T11:51:45Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",4.5,56.8,228,NA
NA,NA,Delhi,Delhi,"Mayapuri Industrial Area, Delhi","National Environmental Engineering Research Institute","Industrial Area",13,112,308,NA
NA,2003-11-26T06:08:56Z,Delhi,Delhi,NA,NA,"Industrial Area",26,72,NA,NA
NA,2005-04-20T05:23:46Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",9,32,121,NA
NA,2008-09-24T06:50:34Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",6,55.3,66,NA
NA,2005-04-25T05:23:46Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",7,26,102,NA
NA,NA,Delhi,Delhi,"Mayapuri Industrial Area, Delhi","National Environmental Engineering Research Institute","Industrial Area",30,106,150,NA
NA,2011-07-28T06:50:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,56,78,NA
NA,2014-03-07T12:46:37Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",4,47,69,NA
NA,2003-03-12T06:08:56Z,Delhi,Delhi,NA,NA,"Industrial Area",13,82,NA,NA
NA,2008-09-29T06:50:34Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",4.8,44.3,166,NA
NA,2009-10-21T11:51:45Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",4.7,53,251,NA
NA,NA,Delhi,Delhi,"Mayapuri Industrial Area, Delhi","National Environmental Engineering Research Institute","Industrial Area",3,112,406,NA
NA,2008-06-10T06:50:35Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",5.8,53.3,163,NA
NA,2005-04-28T05:23:46Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",9,32,98,NA
NA,2014-07-15T12:46:37Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",6,33,67,NA
NA,2003-04-12T06:08:56Z,Delhi,Delhi,NA,NA,"Industrial Area",9,89,NA,NA
NA,2011-02-08T06:50:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,35,94,NA
NA,2009-10-26T11:51:45Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",4.5,52.3,290,NA
NA,2011-03-08T06:50:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,27,75,NA
NA,2003-09-12T06:08:56Z,Delhi,Delhi,NA,NA,"Industrial Area",6,58,NA,NA
NA,2008-10-10T06:50:35Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",6.4,44,444,NA
NA,NA,Delhi,Delhi,"Mayapuri Industrial Area, Delhi","National Environmental Engineering Research Institute","Industrial Area",13,131,379,NA
NA,2005-04-05T05:23:46Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",9,33,96,NA
NA,2014-07-16T12:46:37Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",7,60,35,NA
NA,2009-10-29T11:51:45Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",4.3,53.3,273,NA
NA,2009-05-11T11:51:45Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",5.5,61,231,NA
NA,2003-10-12T06:08:56Z,Delhi,Delhi,NA,NA,"Industrial Area",13,71,NA,NA
NA,NA,Delhi,Delhi,"Mayapuri Industrial Area, Delhi","National Environmental Engineering Research Institute","Industrial Area",17,102,448,NA
NA,2014-07-17T12:46:37Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,45,192,NA
NA,2011-04-08T06:50:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,72,119,NA
NA,2005-09-05T05:23:46Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",9,32,57,NA
NA,2008-10-15T06:50:35Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",4.2,46.2,327,NA
NA,2009-10-11T11:51:45Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",NA,NA,NA,NA
NA,2005-12-05T05:23:46Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",8,27,64,NA
NA,2014-07-29T12:46:37Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",3,47,58,NA
NA,2008-10-20T06:50:35Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",4.5,46.8,421,NA
NA,NA,Delhi,Delhi,"Mayapuri Industrial Area, Delhi","National Environmental Engineering Research Institute","Industrial Area",8,80,110,NA
NA,2003-12-16T06:08:56Z,Delhi,Delhi,NA,NA,"Industrial Area",11,51,NA,NA
NA,2011-09-08T06:50:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",3,38,77,NA
NA,2005-05-17T05:23:46Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",9,36,147,NA
NA,2003-12-17T06:08:56Z,Delhi,Delhi,NA,NA,"Industrial Area",6,52,NA,NA
NA,2011-10-08T06:50:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,38,49,NA
NA,2009-11-13T11:51:45Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",4.5,53,95,NA
NA,2008-10-23T06:50:35Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",4,46.7,413,NA
NA,NA,Delhi,Delhi,"Mayapuri Industrial Area, Delhi","National Environmental Engineering Research Institute","Industrial Area",17,83,300,NA
NA,2014-07-30T12:46:37Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",3,34,68,NA
NA,2014-11-08T12:46:37Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,35,56,NA
NA,2005-05-20T05:23:46Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",7,30,79,NA
NA,2009-11-18T11:51:45Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",4,55.3,170,NA
NA,2003-12-27T06:08:56Z,Delhi,Delhi,NA,NA,"Industrial Area",18,54,NA,NA
NA,NA,Delhi,Delhi,"Mayapuri Industrial Area, Delhi","National Environmental Engineering Research Institute","Industrial Area",2,100,892,NA
NA,2011-08-17T06:50:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,71,137,NA
NA,2008-10-29T06:50:35Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",4.7,46.8,293,NA
NA,NA,Delhi,Delhi,"Mayapuri Industrial Area, Delhi","National Environmental Engineering Research Institute","Industrial Area",2,63,388,NA
NA,2014-12-08T12:46:37Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,34,35,NA
NA,2011-08-18T06:50:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,72,111,NA
NA,2008-04-11T06:50:35Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",4.5,48.8,NA,NA
NA,2005-05-26T05:23:46Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",7,43,106,NA
NA,2009-11-23T11:51:45Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",4.5,53.8,204,NA
NA,2003-12-28T06:08:56Z,Delhi,Delhi,NA,NA,"Industrial Area",12,52,NA,NA
NA,NA,Delhi,Delhi,"Mayapuri Industrial Area, Delhi","National Environmental Engineering Research Institute","Industrial Area",5,94,602,NA
NA,2003-07-01T06:08:56Z,Delhi,Delhi,NA,NA,"Residential, Rural and other Areas",6,43,NA,NA
NA,2008-07-11T06:50:35Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",4.7,53.2,301,NA
NA,2005-01-06T05:23:46Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",10,35,93,NA
NA,2009-11-26T11:51:45Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",4.5,55,209,NA
NA,2014-08-19T12:46:37Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,99,140,NA
NA,2011-08-19T06:50:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,57,72,NA
NA,2011-07-09T06:50:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,82,107,NA
NA,2014-08-20T12:46:37Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,76,158,NA
NA,2009-06-01T11:51:45Z,Delhi,Delhi,"Town Hall",NA,"Residential and others",16.8,73,259,NA
NA,2008-12-11T06:50:35Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",4.3,53,199,NA
NA,NA,Delhi,Delhi,"Mayapuri Industrial Area, Delhi","National Environmental Engineering Research Institute","Industrial Area",2,100,366,NA
NA,2003-08-01T06:08:56Z,Delhi,Delhi,NA,NA,"Residential, Rural and other Areas",14,56,NA,NA
NA,2005-06-06T05:23:46Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",10,41,134,NA
NA,2014-08-21T12:46:37Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,78,117,NA
NA,2009-07-01T11:51:45Z,Delhi,Delhi,"Town Hall",NA,"Residential and others",18.8,59.7,230,NA
NA,2005-09-06T05:23:46Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",8,34,107,NA
NA,2011-08-09T06:50:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,59,73,NA
NA,2008-11-18T06:50:35Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",4.3,59.5,294,NA
NA,NA,Delhi,Delhi,"Mayapuri Industrial Area, Delhi","National Environmental Engineering Research Institute","Industrial Area",2,104,408,NA
NA,2003-01-14T06:08:56Z,Delhi,Delhi,NA,NA,"Residential, Rural and other Areas",6,119,NA,NA
NA,2003-01-15T06:08:56Z,Delhi,Delhi,NA,NA,"Residential, Rural and other Areas",7,120,NA,NA
NA,2011-09-09T06:50:56Z,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary, Chandni Chowk, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",3,65,87,NA
NA,2009-08-01T11:51:45Z,Delhi,Delhi,"Town Hall",NA,"Residential and others",18.5,64.2,247,NA
NA,NA,Delhi,Delhi,"Mayapuri Industrial Area, Delhi","National Environmental Engineering Research Institute","Industrial Area",2,94,205,NA
NA,2014-08-25T12:46:37Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,63,65,NA
NA,2008-11-21T06:50:35Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",4.3,52.3,365,NA
NA,2005-06-14T05:23:46Z,Delhi,Delhi,"Siri Fort",NA,"Residential and others",9,31,179,NA
